sample_id,dataset,dataset_name,object_id,source_light_id,target_light_id,source_object_rgb_r,source_object_rgb_g,source_object_rgb_b,target_object_rgb_r,target_object_rgb_g,target_object_rgb_b,source_patch_r_r,source_patch_r_g,source_patch_r_b,source_patch_g_r,source_patch_g_g,source_patch_g_b,source_patch_b_r,source_patch_b_g,source_patch_b_b,target_patch_r_r,target_patch_r_g,target_patch_r_b,target_patch_g_r,target_patch_g_g,target_patch_g_b,target_patch_b_r,target_patch_b_g,target_patch_b_b
real_world_dataset_2__obj073__l3__to__l3,real,real_world_dataset_2,obj073,l3,l3,41.0,38.0,58.0,41.0,38.0,58.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj074__l3__to__l3,real,real_world_dataset_2,obj074,l3,l3,48.0,31.0,41.0,48.0,31.0,41.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj075__l3__to__l3,real,real_world_dataset_2,obj075,l3,l3,20.0,63.0,84.0,20.0,63.0,84.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj076__l3__to__l3,real,real_world_dataset_2,obj076,l3,l3,55.0,45.0,70.0,55.0,45.0,70.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj077__l3__to__l3,real,real_world_dataset_2,obj077,l3,l3,98.0,41.0,72.0,98.0,41.0,72.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj078__l3__to__l3,real,real_world_dataset_2,obj078,l3,l3,1.0,93.0,126.0,1.0,93.0,126.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj079__l3__to__l3,real,real_world_dataset_2,obj079,l3,l3,83.0,62.0,88.0,83.0,62.0,88.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj080__l3__to__l3,real,real_world_dataset_2,obj080,l3,l3,131.0,56.0,88.0,131.0,56.0,88.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj081__l3__to__l3,real,real_world_dataset_2,obj081,l3,l3,0.0,102.0,132.0,0.0,102.0,132.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj082__l3__to__l3,real,real_world_dataset_2,obj082,l3,l3,117.0,85.0,111.0,117.0,85.0,111.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj083__l3__to__l3,real,real_world_dataset_2,obj083,l3,l3,158.0,77.0,105.0,158.0,77.0,105.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj084__l3__to__l3,real,real_world_dataset_2,obj084,l3,l3,41.0,107.0,123.0,41.0,107.0,123.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj085__l3__to__l3,real,real_world_dataset_2,obj085,l3,l3,138.0,123.0,143.0,138.0,123.0,143.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj086__l3__to__l3,real,real_world_dataset_2,obj086,l3,l3,183.0,92.0,118.0,183.0,92.0,118.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj087__l3__to__l3,real,real_world_dataset_2,obj087,l3,l3,97.0,136.0,137.0,97.0,136.0,137.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj088__l3__to__l3,real,real_world_dataset_2,obj088,l3,l3,154.0,144.0,152.0,154.0,144.0,152.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj089__l3__to__l3,real,real_world_dataset_2,obj089,l3,l3,187.0,114.0,127.0,187.0,114.0,127.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj090__l3__to__l3,real,real_world_dataset_2,obj090,l3,l3,29.0,49.0,74.0,29.0,49.0,74.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj091__l3__to__l3,real,real_world_dataset_2,obj091,l3,l3,33.0,44.0,64.0,33.0,44.0,64.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj092__l3__to__l3,real,real_world_dataset_2,obj092,l3,l3,49.0,33.0,63.0,49.0,33.0,63.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj093__l3__to__l3,real,real_world_dataset_2,obj093,l3,l3,5.0,75.0,125.0,5.0,75.0,125.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj094__l3__to__l3,real,real_world_dataset_2,obj094,l3,l3,20.0,67.0,115.0,20.0,67.0,115.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj095__l3__to__l3,real,real_world_dataset_2,obj095,l3,l3,84.0,37.0,92.0,84.0,37.0,92.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj096__l3__to__l3,real,real_world_dataset_2,obj096,l3,l3,0.0,93.0,153.0,0.0,93.0,153.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj097__l3__to__l3,real,real_world_dataset_2,obj097,l3,l3,44.0,72.0,110.0,44.0,72.0,110.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj098__l3__to__l3,real,real_world_dataset_2,obj098,l3,l3,113.0,55.0,106.0,113.0,55.0,106.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj099__l3__to__l3,real,real_world_dataset_2,obj099,l3,l3,0.0,103.0,165.0,0.0,103.0,165.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj100__l3__to__l3,real,real_world_dataset_2,obj100,l3,l3,67.0,103.0,140.0,67.0,103.0,140.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj101__l3__to__l3,real,real_world_dataset_2,obj101,l3,l3,133.0,68.0,117.0,133.0,68.0,117.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj102__l3__to__l3,real,real_world_dataset_2,obj102,l3,l3,0.0,99.0,152.0,0.0,99.0,152.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj103__l3__to__l3,real,real_world_dataset_2,obj103,l3,l3,100.0,123.0,153.0,100.0,123.0,153.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj104__l3__to__l3,real,real_world_dataset_2,obj104,l3,l3,155.0,79.0,115.0,155.0,79.0,115.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj105__l3__to__l3,real,real_world_dataset_2,obj105,l3,l3,25.0,111.0,126.0,25.0,111.0,126.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj106__l3__to__l3,real,real_world_dataset_2,obj106,l3,l3,136.0,143.0,153.0,136.0,143.0,153.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj107__l3__to__l3,real,real_world_dataset_2,obj107,l3,l3,187.0,120.0,130.0,187.0,120.0,130.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj108__l3__to__l3,real,real_world_dataset_2,obj108,l3,l3,39.0,47.0,40.0,39.0,47.0,40.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj109__l3__to__l3,real,real_world_dataset_2,obj109,l3,l3,47.0,42.0,36.0,47.0,42.0,36.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj110__l3__to__l3,real,real_world_dataset_2,obj110,l3,l3,49.0,37.0,35.0,49.0,37.0,35.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj111__l3__to__l3,real,real_world_dataset_2,obj111,l3,l3,35.0,57.0,41.0,35.0,57.0,41.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj112__l3__to__l3,real,real_world_dataset_2,obj112,l3,l3,61.0,57.0,36.0,61.0,57.0,36.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj113__l3__to__l3,real,real_world_dataset_2,obj113,l3,l3,79.0,40.0,33.0,79.0,40.0,33.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj114__l3__to__l3,real,real_world_dataset_2,obj114,l3,l3,42.0,92.0,45.0,42.0,92.0,45.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj115__l3__to__l3,real,real_world_dataset_2,obj115,l3,l3,94.0,81.0,36.0,94.0,81.0,36.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj116__l3__to__l3,real,real_world_dataset_2,obj116,l3,l3,137.0,63.0,38.0,137.0,63.0,38.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj117__l3__to__l3,real,real_world_dataset_2,obj117,l3,l3,66.0,116.0,57.0,66.0,116.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj118__l3__to__l3,real,real_world_dataset_2,obj118,l3,l3,123.0,98.0,46.0,123.0,98.0,46.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj119__l3__to__l3,real,real_world_dataset_2,obj119,l3,l3,175.0,92.0,57.0,175.0,92.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj120__l3__to__l3,real,real_world_dataset_2,obj120,l3,l3,95.0,131.0,84.0,95.0,131.0,84.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj121__l3__to__l3,real,real_world_dataset_2,obj121,l3,l3,156.0,124.0,66.0,156.0,124.0,66.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj122__l3__to__l3,real,real_world_dataset_2,obj122,l3,l3,195.0,112.0,72.0,195.0,112.0,72.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj123__l3__to__l3,real,real_world_dataset_2,obj123,l3,l3,116.0,141.0,93.0,116.0,141.0,93.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj124__l3__to__l3,real,real_world_dataset_2,obj124,l3,l3,184.0,152.0,87.0,184.0,152.0,87.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj125__l3__to__l3,real,real_world_dataset_2,obj125,l3,l3,190.0,136.0,89.0,190.0,136.0,89.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj126__l3__to__l3,real,real_world_dataset_2,obj126,l3,l3,38.0,47.0,40.0,38.0,47.0,40.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj127__l3__to__l3,real,real_world_dataset_2,obj127,l3,l3,45.0,43.0,37.0,45.0,43.0,37.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj128__l3__to__l3,real,real_world_dataset_2,obj128,l3,l3,48.0,37.0,35.0,48.0,37.0,35.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj129__l3__to__l3,real,real_world_dataset_2,obj129,l3,l3,32.0,55.0,41.0,32.0,55.0,41.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj130__l3__to__l3,real,real_world_dataset_2,obj130,l3,l3,64.0,58.0,35.0,64.0,58.0,35.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj131__l3__to__l3,real,real_world_dataset_2,obj131,l3,l3,92.0,44.0,34.0,92.0,44.0,34.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj132__l3__to__l3,real,real_world_dataset_2,obj132,l3,l3,28.0,91.0,50.0,28.0,91.0,50.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj133__l3__to__l3,real,real_world_dataset_2,obj133,l3,l3,90.0,77.0,41.0,90.0,77.0,41.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj134__l3__to__l3,real,real_world_dataset_2,obj134,l3,l3,135.0,66.0,48.0,135.0,66.0,48.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj135__l3__to__l3,real,real_world_dataset_2,obj135,l3,l3,64.0,115.0,79.0,64.0,115.0,79.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj136__l3__to__l3,real,real_world_dataset_2,obj136,l3,l3,123.0,100.0,60.0,123.0,100.0,60.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj137__l3__to__l3,real,real_world_dataset_2,obj137,l3,l3,178.0,99.0,72.0,178.0,99.0,72.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj138__l3__to__l3,real,real_world_dataset_2,obj138,l3,l3,92.0,128.0,95.0,92.0,128.0,95.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj139__l3__to__l3,real,real_world_dataset_2,obj139,l3,l3,157.0,128.0,88.0,157.0,128.0,88.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj140__l3__to__l3,real,real_world_dataset_2,obj140,l3,l3,194.0,116.0,91.0,194.0,116.0,91.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj141__l3__to__l3,real,real_world_dataset_2,obj141,l3,l3,113.0,140.0,103.0,113.0,140.0,103.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj142__l3__to__l3,real,real_world_dataset_2,obj142,l3,l3,174.0,151.0,109.0,174.0,151.0,109.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj143__l3__to__l3,real,real_world_dataset_2,obj143,l3,l3,189.0,140.0,108.0,189.0,140.0,108.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj144__l3__to__l3,real,real_world_dataset_2,obj144,l3,l3,37.0,45.0,38.0,37.0,45.0,38.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj145__l3__to__l3,real,real_world_dataset_2,obj145,l3,l3,43.0,42.0,38.0,43.0,42.0,38.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj146__l3__to__l3,real,real_world_dataset_2,obj146,l3,l3,59.0,37.0,38.0,59.0,37.0,38.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj147__l3__to__l3,real,real_world_dataset_2,obj147,l3,l3,32.0,53.0,43.0,32.0,53.0,43.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj148__l3__to__l3,real,real_world_dataset_2,obj148,l3,l3,56.0,53.0,43.0,56.0,53.0,43.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj149__l3__to__l3,real,real_world_dataset_2,obj149,l3,l3,90.0,43.0,40.0,90.0,43.0,40.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj150__l3__to__l3,real,real_world_dataset_2,obj150,l3,l3,19.0,91.0,68.0,19.0,91.0,68.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj151__l3__to__l3,real,real_world_dataset_2,obj151,l3,l3,88.0,77.0,60.0,88.0,77.0,60.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj152__l3__to__l3,real,real_world_dataset_2,obj152,l3,l3,128.0,63.0,58.0,128.0,63.0,58.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj153__l3__to__l3,real,real_world_dataset_2,obj153,l3,l3,42.0,114.0,91.0,42.0,114.0,91.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj154__l3__to__l3,real,real_world_dataset_2,obj154,l3,l3,113.0,97.0,82.0,113.0,97.0,82.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj155__l3__to__l3,real,real_world_dataset_2,obj155,l3,l3,168.0,93.0,84.0,168.0,93.0,84.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj156__l3__to__l3,real,real_world_dataset_2,obj156,l3,l3,72.0,129.0,105.0,72.0,129.0,105.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj157__l3__to__l3,real,real_world_dataset_2,obj157,l3,l3,139.0,128.0,109.0,139.0,128.0,109.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj158__l3__to__l3,real,real_world_dataset_2,obj158,l3,l3,187.0,115.0,105.0,187.0,115.0,105.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj159__l3__to__l3,real,real_world_dataset_2,obj159,l3,l3,97.0,132.0,109.0,97.0,132.0,109.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj160__l3__to__l3,real,real_world_dataset_2,obj160,l3,l3,163.0,148.0,126.0,163.0,148.0,126.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj161__l3__to__l3,real,real_world_dataset_2,obj161,l3,l3,188.0,133.0,120.0,188.0,133.0,120.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj162__l3__to__l3,real,real_world_dataset_2,obj162,l3,l3,35.0,41.0,39.0,35.0,41.0,39.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj163__l3__to__l3,real,real_world_dataset_2,obj163,l3,l3,37.0,41.0,42.0,37.0,41.0,42.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj164__l3__to__l3,real,real_world_dataset_2,obj164,l3,l3,56.0,35.0,40.0,56.0,35.0,40.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj165__l3__to__l3,real,real_world_dataset_2,obj165,l3,l3,31.0,48.0,48.0,31.0,48.0,48.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj166__l3__to__l3,real,real_world_dataset_2,obj166,l3,l3,47.0,56.0,58.0,47.0,56.0,58.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj167__l3__to__l3,real,real_world_dataset_2,obj167,l3,l3,85.0,42.0,52.0,85.0,42.0,52.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj168__l3__to__l3,real,real_world_dataset_2,obj168,l3,l3,16.0,88.0,90.0,16.0,88.0,90.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj169__l3__to__l3,real,real_world_dataset_2,obj169,l3,l3,73.0,75.0,78.0,73.0,75.0,78.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj170__l3__to__l3,real,real_world_dataset_2,obj170,l3,l3,124.0,61.0,71.0,124.0,61.0,71.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
