sample_id,dataset,dataset_name,object_id,source_light_id,target_light_id,source_object_rgb_r,source_object_rgb_g,source_object_rgb_b,target_object_rgb_r,target_object_rgb_g,target_object_rgb_b,source_patch_r_r,source_patch_r_g,source_patch_r_b,source_patch_g_r,source_patch_g_g,source_patch_g_b,source_patch_b_r,source_patch_b_g,source_patch_b_b,target_patch_r_r,target_patch_r_g,target_patch_r_b,target_patch_g_r,target_patch_g_g,target_patch_g_b,target_patch_b_r,target_patch_b_g,target_patch_b_b
real_world_dataset_2__obj171__l3__to__l3,real,real_world_dataset_2,obj171,l3,l3,0.0,112.0,113.0,0.0,112.0,113.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj172__l3__to__l3,real,real_world_dataset_2,obj172,l3,l3,93.0,96.0,102.0,93.0,96.0,102.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj173__l3__to__l3,real,real_world_dataset_2,obj173,l3,l3,152.0,87.0,101.0,152.0,87.0,101.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj174__l3__to__l3,real,real_world_dataset_2,obj174,l3,l3,22.0,115.0,114.0,22.0,115.0,114.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj175__l3__to__l3,real,real_world_dataset_2,obj175,l3,l3,127.0,128.0,124.0,127.0,128.0,124.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj176__l3__to__l3,real,real_world_dataset_2,obj176,l3,l3,176.0,115.0,119.0,176.0,115.0,119.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj177__l3__to__l3,real,real_world_dataset_2,obj177,l3,l3,57.0,120.0,117.0,57.0,120.0,117.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj178__l3__to__l3,real,real_world_dataset_2,obj178,l3,l3,146.0,151.0,144.0,146.0,151.0,144.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj179__l3__to__l3,real,real_world_dataset_2,obj179,l3,l3,188.0,130.0,128.0,188.0,130.0,128.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj180__l3__to__l3,real,real_world_dataset_2,obj180,l3,l3,32.0,43.0,53.0,32.0,43.0,53.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj181__l3__to__l3,real,real_world_dataset_2,obj181,l3,l3,31.0,44.0,58.0,31.0,44.0,58.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj182__l3__to__l3,real,real_world_dataset_2,obj182,l3,l3,55.0,35.0,51.0,55.0,35.0,51.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj183__l3__to__l3,real,real_world_dataset_2,obj183,l3,l3,17.0,69.0,91.0,17.0,69.0,91.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj184__l3__to__l3,real,real_world_dataset_2,obj184,l3,l3,27.0,68.0,86.0,27.0,68.0,86.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj185__l3__to__l3,real,real_world_dataset_2,obj185,l3,l3,71.0,44.0,71.0,71.0,44.0,71.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj186__l3__to__l3,real,real_world_dataset_2,obj186,l3,l3,2.0,98.0,123.0,2.0,98.0,123.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj187__l3__to__l3,real,real_world_dataset_2,obj187,l3,l3,40.0,78.0,103.0,40.0,78.0,103.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj188__l3__to__l3,real,real_world_dataset_2,obj188,l3,l3,104.0,62.0,96.0,104.0,62.0,96.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj189__l3__to__l3,real,real_world_dataset_2,obj189,l3,l3,0.0,114.0,144.0,0.0,114.0,144.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj190__l3__to__l3,real,real_world_dataset_2,obj190,l3,l3,70.0,94.0,114.0,70.0,94.0,114.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj191__l3__to__l3,real,real_world_dataset_2,obj191,l3,l3,140.0,87.0,116.0,140.0,87.0,116.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj192__l3__to__l3,real,real_world_dataset_2,obj192,l3,l3,0.0,108.0,136.0,0.0,108.0,136.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj193__l3__to__l3,real,real_world_dataset_2,obj193,l3,l3,99.0,127.0,143.0,99.0,127.0,143.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj194__l3__to__l3,real,real_world_dataset_2,obj194,l3,l3,161.0,107.0,135.0,161.0,107.0,135.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj195__l3__to__l3,real,real_world_dataset_2,obj195,l3,l3,1.0,106.0,124.0,1.0,106.0,124.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj196__l3__to__l3,real,real_world_dataset_2,obj196,l3,l3,126.0,149.0,161.0,126.0,149.0,161.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj197__l3__to__l3,real,real_world_dataset_2,obj197,l3,l3,181.0,128.0,140.0,181.0,128.0,140.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj198__l3__to__l3,real,real_world_dataset_2,obj198,l3,l3,25.0,52.0,77.0,25.0,52.0,77.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj199__l3__to__l3,real,real_world_dataset_2,obj199,l3,l3,28.0,50.0,72.0,28.0,50.0,72.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj200__l3__to__l3,real,real_world_dataset_2,obj200,l3,l3,36.0,40.0,77.0,36.0,40.0,77.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj201__l3__to__l3,real,real_world_dataset_2,obj201,l3,l3,3.0,82.0,129.0,3.0,82.0,129.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj202__l3__to__l3,real,real_world_dataset_2,obj202,l3,l3,14.0,77.0,120.0,14.0,77.0,120.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj203__l3__to__l3,real,real_world_dataset_2,obj203,l3,l3,57.0,51.0,94.0,57.0,51.0,94.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj204__l3__to__l3,real,real_world_dataset_2,obj204,l3,l3,0.0,102.0,154.0,0.0,102.0,154.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj205__l3__to__l3,real,real_world_dataset_2,obj205,l3,l3,0.0,99.0,155.0,0.0,99.0,155.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj206__l3__to__l3,real,real_world_dataset_2,obj206,l3,l3,90.0,71.0,114.0,90.0,71.0,114.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj207__l3__to__l3,real,real_world_dataset_2,obj207,l3,l3,0.0,118.0,157.0,0.0,118.0,157.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj208__l3__to__l3,real,real_world_dataset_2,obj208,l3,l3,35.0,99.0,132.0,35.0,99.0,132.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj209__l3__to__l3,real,real_world_dataset_2,obj209,l3,l3,116.0,87.0,132.0,116.0,87.0,132.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj210__l3__to__l3,real,real_world_dataset_2,obj210,l3,l3,0.0,112.0,154.0,0.0,112.0,154.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj211__l3__to__l3,real,real_world_dataset_2,obj211,l3,l3,44.0,128.0,164.0,44.0,128.0,164.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj212__l3__to__l3,real,real_world_dataset_2,obj212,l3,l3,129.0,100.0,135.0,129.0,100.0,135.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj213__l3__to__l3,real,real_world_dataset_2,obj213,l3,l3,1.0,104.0,123.0,1.0,104.0,123.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj214__l3__to__l3,real,real_world_dataset_2,obj214,l3,l3,106.0,140.0,150.0,106.0,140.0,150.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj215__l3__to__l3,real,real_world_dataset_2,obj215,l3,l3,161.0,129.0,142.0,161.0,129.0,142.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0
real_world_dataset_2__obj000__l3__to__l4,real,real_world_dataset_2,obj000,l3,l4,39.0,41.0,34.0,50.0,47.0,38.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj001__l3__to__l4,real,real_world_dataset_2,obj001,l3,l4,45.0,33.0,29.0,55.0,39.0,32.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj002__l3__to__l4,real,real_world_dataset_2,obj002,l3,l4,54.0,34.0,33.0,63.0,39.0,34.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj003__l3__to__l4,real,real_world_dataset_2,obj003,l3,l4,40.0,51.0,35.0,49.0,54.0,34.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj004__l3__to__l4,real,real_world_dataset_2,obj004,l3,l4,67.0,40.0,30.0,73.0,45.0,32.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj005__l3__to__l4,real,real_world_dataset_2,obj005,l3,l4,97.0,42.0,33.0,105.0,46.0,34.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj006__l3__to__l4,real,real_world_dataset_2,obj006,l3,l4,67.0,83.0,40.0,76.0,83.0,40.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj007__l3__to__l4,real,real_world_dataset_2,obj007,l3,l4,119.0,68.0,35.0,123.0,67.0,32.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj008__l3__to__l4,real,real_world_dataset_2,obj008,l3,l4,143.0,54.0,32.0,149.0,56.0,31.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj009__l3__to__l4,real,real_world_dataset_2,obj009,l3,l4,92.0,99.0,48.0,98.0,97.0,41.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj010__l3__to__l4,real,real_world_dataset_2,obj010,l3,l4,141.0,82.0,44.0,145.0,82.0,37.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj011__l3__to__l4,real,real_world_dataset_2,obj011,l3,l4,186.0,81.0,49.0,190.0,81.0,41.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj012__l3__to__l4,real,real_world_dataset_2,obj012,l3,l4,124.0,123.0,67.0,130.0,121.0,55.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj013__l3__to__l4,real,real_world_dataset_2,obj013,l3,l4,176.0,116.0,66.0,181.0,113.0,54.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj014__l3__to__l4,real,real_world_dataset_2,obj014,l3,l4,188.0,89.0,57.0,192.0,86.0,48.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj015__l3__to__l4,real,real_world_dataset_2,obj015,l3,l4,148.0,149.0,90.0,151.0,145.0,73.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj016__l3__to__l4,real,real_world_dataset_2,obj016,l3,l4,193.0,144.0,86.0,193.0,137.0,69.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj017__l3__to__l4,real,real_world_dataset_2,obj017,l3,l4,190.0,127.0,90.0,191.0,119.0,69.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj018__l3__to__l4,real,real_world_dataset_2,obj018,l3,l4,38.0,44.0,36.0,49.0,50.0,41.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj019__l3__to__l4,real,real_world_dataset_2,obj019,l3,l4,46.0,36.0,33.0,56.0,43.0,37.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj020__l3__to__l4,real,real_world_dataset_2,obj020,l3,l4,55.0,37.0,35.0,65.0,43.0,38.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj021__l3__to__l4,real,real_world_dataset_2,obj021,l3,l4,40.0,60.0,40.0,49.0,64.0,43.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj022__l3__to__l4,real,real_world_dataset_2,obj022,l3,l4,71.0,42.0,33.0,78.0,48.0,36.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj023__l3__to__l4,real,real_world_dataset_2,obj023,l3,l4,103.0,44.0,37.0,110.0,48.0,38.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj024__l3__to__l4,real,real_world_dataset_2,obj024,l3,l4,63.0,79.0,49.0,70.0,80.0,45.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj025__l3__to__l4,real,real_world_dataset_2,obj025,l3,l4,113.0,67.0,44.0,118.0,68.0,41.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj026__l3__to__l4,real,real_world_dataset_2,obj026,l3,l4,147.0,57.0,42.0,154.0,58.0,39.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj027__l3__to__l4,real,real_world_dataset_2,obj027,l3,l4,93.0,100.0,65.0,99.0,97.0,55.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj028__l3__to__l4,real,real_world_dataset_2,obj028,l3,l4,142.0,88.0,58.0,148.0,87.0,50.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj029__l3__to__l4,real,real_world_dataset_2,obj029,l3,l4,185.0,85.0,61.0,189.0,84.0,51.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj030__l3__to__l4,real,real_world_dataset_2,obj030,l3,l4,118.0,125.0,87.0,124.0,121.0,72.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj031__l3__to__l4,real,real_world_dataset_2,obj031,l3,l4,176.0,121.0,83.0,179.0,117.0,68.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj032__l3__to__l4,real,real_world_dataset_2,obj032,l3,l4,192.0,96.0,74.0,195.0,93.0,62.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj033__l3__to__l4,real,real_world_dataset_2,obj033,l3,l4,142.0,151.0,110.0,146.0,146.0,91.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj034__l3__to__l4,real,real_world_dataset_2,obj034,l3,l4,194.0,150.0,107.0,196.0,144.0,87.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj035__l3__to__l4,real,real_world_dataset_2,obj035,l3,l4,191.0,125.0,102.0,193.0,119.0,82.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj036__l3__to__l4,real,real_world_dataset_2,obj036,l3,l4,36.0,40.0,34.0,47.0,48.0,42.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj037__l3__to__l4,real,real_world_dataset_2,obj037,l3,l4,54.0,40.0,37.0,67.0,49.0,43.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj038__l3__to__l4,real,real_world_dataset_2,obj038,l3,l4,54.0,36.0,35.0,68.0,44.0,40.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj039__l3__to__l4,real,real_world_dataset_2,obj039,l3,l4,33.0,57.0,44.0,43.0,63.0,47.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj040__l3__to__l4,real,real_world_dataset_2,obj040,l3,l4,69.0,40.0,37.0,76.0,46.0,39.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj041__l3__to__l4,real,real_world_dataset_2,obj041,l3,l4,102.0,42.0,43.0,110.0,47.0,44.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj042__l3__to__l4,real,real_world_dataset_2,obj042,l3,l4,50.0,72.0,58.0,58.0,72.0,53.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj043__l3__to__l4,real,real_world_dataset_2,obj043,l3,l4,107.0,63.0,57.0,113.0,66.0,51.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj044__l3__to__l4,real,real_world_dataset_2,obj044,l3,l4,150.0,59.0,54.0,155.0,60.0,47.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj045__l3__to__l4,real,real_world_dataset_2,obj045,l3,l4,82.0,101.0,81.0,90.0,98.0,69.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj046__l3__to__l4,real,real_world_dataset_2,obj046,l3,l4,134.0,84.0,74.0,140.0,82.0,64.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj047__l3__to__l4,real,real_world_dataset_2,obj047,l3,l4,182.0,81.0,76.0,186.0,81.0,63.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj048__l3__to__l4,real,real_world_dataset_2,obj048,l3,l4,109.0,122.0,98.0,115.0,118.0,82.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj049__l3__to__l4,real,real_world_dataset_2,obj049,l3,l4,166.0,121.0,100.0,172.0,120.0,82.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj050__l3__to__l4,real,real_world_dataset_2,obj050,l3,l4,193.0,95.0,87.0,197.0,92.0,71.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj051__l3__to__l4,real,real_world_dataset_2,obj051,l3,l4,133.0,147.0,121.0,136.0,143.0,102.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj052__l3__to__l4,real,real_world_dataset_2,obj052,l3,l4,186.0,147.0,122.0,190.0,142.0,101.0,70.0,59.0,111.0,154.0,59.0,53.0,137.0,131.0,57.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
